Date,Match,Competition,Duration,Team,Scheme,xG,Shots / on target,,,Positional attacks / with shots,,,Counterattacks / with shots,,,Corners / with shots,,,Free kicks / with shots,,,Penalties / converted,,,Crosses / accurate,,,Offensive duels / won,,,Offsides
2023-10-29,UC Irvine Anteaters - UC San Diego Tritons 3:1,United States. NCAA D1 Big West,15,UC San Diego Tritons,4-4-2 (100.0%),0.13,2,1,50,5,1,20,1,1,100,0,0,0,0,0,0,0,0,0,2,1,50,10,4,40,0
2023-10-29,UC Irvine Anteaters - UC San Diego Tritons 3:1,United States. NCAA D1 Big West,15,UC Irvine Anteaters,4-2-3-1 (100.0%),0.08,2,1,50,2,1,50,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,10,2,20,0
2023-10-22,UC San Diego Tritons - UC Davis Aggies 1:2,United States. NCAA D1 Big West,15,UC San Diego Tritons,4-4-2 (100.0%),0,1,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,0,0,4,2,50,16,7,43.75,0
2023-10-22,UC San Diego Tritons - UC Davis Aggies 1:2,United States. NCAA D1 Big West,15,UC Davis Aggies,4-1-3-2 (0.0%),0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11.11,2
2023-10-19,CSUN Matadors - UC San Diego Tritons 2:1,United States. NCAA D1 Big West,15,UC San Diego Tritons,4-4-2 (100.0%),0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,100,13,4,30.77,0
2023-10-19,CSUN Matadors - UC San Diego Tritons 2:1,United States. NCAA D1 Big West,15,CSUN Matadors,4-2-3-1 (100.0%),0.39,4,0,0,7,2,28.57,1,1,100,1,0,0,0,0,0,0,0,0,3,1,33.33,16,10,62.5,0
2023-10-15,UC San Diego Tritons - CSU Bakersfield Roadrunners 1:0,United States. NCAA D1 Big West,15,UC San Diego Tritons,4-4-2 (100.0%),0,1,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,14,6,42.86,0
2023-10-15,UC San Diego Tritons - CSU Bakersfield Roadrunners 1:0,United States. NCAA D1 Big West,15,CSU Bakersfield Roadrunners,4-2-3-1 (100.0%),0.14,2,0,0,2,1,50,1,0,0,1,1,100,0,0,0,0,0,0,1,0,0,3,1,33.33,0
2023-10-12,UC Riverside Highlanders - UC San Diego Tritons 2:5,United States. NCAA D1 Big West,15,UC San Diego Tritons,4-4-2 (100.0%),0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,25,10,4,40,0
2023-10-12,UC Riverside Highlanders - UC San Diego Tritons 2:5,United States. NCAA D1 Big West,15,UC Riverside Highlanders,3-4-1-2 (0.0%),0.13,2,2,100,9,0,0,0,0,0,2,0,0,3,1,33.33,0,0,0,8,1,12.5,13,10,76.92,0
2023-10-08,Cal Poly Mustangs - UC San Diego Tritons 3:1,United States. NCAA D1 Big West,15,UC San Diego Tritons,4-4-2 (100.0%),0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,57.14,1
2023-10-08,Cal Poly Mustangs - UC San Diego Tritons 3:1,United States. NCAA D1 Big West,15,Cal Poly Mustangs,4-2-3-1 (100.0%),0.26,3,2,66.67,4,1,25,0,0,0,2,1,50,1,1,100,0,0,0,2,0,0,9,6,66.67,0
2023-10-05,UC San Diego Tritons - Cal State Fullerton Titans 1:4,United States. NCAA D1 Big West,15,UC San Diego Tritons,4-2-3-1 (100.0%),0.6,4,2,50,6,1,16.67,0,0,0,4,1,25,2,0,0,0,0,0,4,2,50,7,2,28.57,0
2023-10-05,UC San Diego Tritons - Cal State Fullerton Titans 1:4,United States. NCAA D1 Big West,15,Cal State Fullerton Titans,4-4-2 (0.0%),0.18,1,1,100,3,1,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1
2023-10-01,Sacramento State Hornets - UC San Diego Tritons 0:0,United States. NCAA D1 Big West,15,UC San Diego Tritons,4-4-2 (100.0%),0.44,3,1,33.33,4,1,25,0,0,0,3,0,0,0,0,0,0,0,0,3,1,33.33,8,5,62.5,2
2023-10-01,Sacramento State Hornets - UC San Diego Tritons 0:0,United States. NCAA D1 Big West,15,Sacramento State Hornets,4-3-1-2 (100.0%),0.04,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,42.86,0
2023-09-28,UC San Diego Tritons - UC Santa Barbara Gauchos 3:0,United States. NCAA D1 Big West,15,UC San Diego Tritons,4-4-2 (0.0%),0.04,1,1,100,2,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,20,0
2023-09-28,UC San Diego Tritons - UC Santa Barbara Gauchos 3:0,United States. NCAA D1 Big West,15,UC Santa Barbara Gauchos,4-2-3-1 (0.0%),0.06,4,0,0,10,3,30,0,0,0,1,0,0,2,0,0,0,0,0,8,3,37.5,19,9,47.37,1
2023-09-21,San Diego Toreros - UC San Diego Tritons 2:1,United States. NCAA D1 Non-conference matches,15,UC San Diego Tritons,4-3-2-1 (100.0%),0.18,3,1,33.33,9,3,33.33,0,0,0,1,0,0,0,0,0,0,0,0,4,2,50,23,10,43.48,0
2023-09-21,San Diego Toreros - UC San Diego Tritons 2:1,United States. NCAA D1 Non-conference matches,15,San Diego Toreros,3-5-2 (100.0%),0.09,3,0,0,4,3,75,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33.33,19,2,10.53,0
2023-09-15,Santa Clara Broncos - UC San Diego Tritons 2:2,United States. NCAA D1 Non-conference matches,15,UC San Diego Tritons,3-4-2-1 (100.0%),0.12,1,1,100,6,1,16.67,0,0,0,0,0,0,2,0,0,0,0,0,1,1,100,9,7,77.78,0
2023-09-15,Santa Clara Broncos - UC San Diego Tritons 2:2,United States. NCAA D1 Non-conference matches,15,Santa Clara Broncos,3-5-2 (100.0%),0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,10,4,40,0
2023-09-09,Denver Pioneers - UC San Diego Tritons 4:0,United States. NCAA D1 Non-conference matches,15,UC San Diego Tritons,5-3-2 (33.22%),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,33.33,0
2023-09-09,Denver Pioneers - UC San Diego Tritons 4:0,United States. NCAA D1 Non-conference matches,15,Denver Pioneers,4-1-3-2 (100.0%),0.63,5,2,40,6,4,66.67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,16.67,0
2023-09-01,UC San Diego Tritons - Gonzaga Bulldogs 1:1,United States. NCAA D1 Non-conference matches,15,UC San Diego Tritons,4-2-3-1 (100.0%),0,1,0,0,3,1,33.33,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,17,4,23.53,0
2023-09-01,UC San Diego Tritons - Gonzaga Bulldogs 1:1,United States. NCAA D1 Non-conference matches,15,Gonzaga Bulldogs,3-5-2 (100.0%),0.89,5,3,60,8,5,62.5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,11,4,36.36,1
2023-08-27,UC San Diego Tritons - San Jose State Spartans 1:2,United States. NCAA D1 Non-conference matches,15,UC San Diego Tritons,4-1-4-1 (0.0%),0.07,2,1,50,4,1,25,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,8,5,62.5,0
2023-08-27,UC San Diego Tritons - San Jose State Spartans 1:2,United States. NCAA D1 Non-conference matches,15,San Jose State Spartans,4-2-3-1 (100.0%),0.17,2,1,50,4,0,0,1,0,0,1,1,100,0,0,0,0,0,0,2,1,50,9,4,44.44,1
2023-08-25,UC San Diego Tritons - Pacific Tigers 1:2,United States. NCAA D1 Non-conference matches,15,UC San Diego Tritons,4-4-1-1 (81.56%),0.76,1,1,100,1,0,0,0,0,0,1,0,0,0,0,0,1,1,100,2,0,0,4,3,75,0
2023-08-25,UC San Diego Tritons - Pacific Tigers 1:2,United States. NCAA D1 Non-conference matches,15,Pacific Tigers,4-4-1-1 (100.0%),0.44,7,1,14.29,8,5,62.5,0,0,0,3,2,66.67,1,0,0,0,0,0,1,0,0,16,8,50,0
