Season,Date,Match,Competition,Duration,isOpponent,Team,Aerial duels,Aerial duels accuracy,Aerial duels won,Average pass length,Average passes per possession,Average shot distance,Back passes,Back passes accuracy,Back passes accurate,Back passes percentage,Clearances,Conceded goals,Corners,Corners with shots,Corners with shots percentage,Counterattacks,Counterattacks with shots,Counterattacks with shots percentage,Crosses,Crosses accurate,Crossing accuracy,Deep completed crosses,Deep completed passes,Defensive duels,Defensive duels accuracy,Defensive duels won,Difference in Goals and xG,Duels,Duels accuracy,Duels won,Forward passes,Forward passes accuracy,Forward passes accurate,Forward passes percentage,Fouls,Free kicks,Free kicks with shots,Goal differential,Goal kicks,Goals,Interceptions,Lateral passes,Lateral passes accuracy,Lateral passes accurate,Lateral passes percentage,Long pass %,Long passes,Long passes accuracy,Long passes accurate,Long passes percentage,Losses,Losses High,Losses Low,Losses Medium,Match tempo,Offensive duels,Offensive duels accuracy,Offensive duels won,Offsides,PPDA,Passes,Passes accuracy,Passes accurate,Passes to final third,Passes to final third accuracy,Passes to final third accurate,Passes to final third percentage,Penalties,Penalties converted,Penalty area entries (runs,Penalty area entries (runs crosses),Penalty conversion percentage,Positional attacks,Positional attacks with shots,Positional attacks with shots percentage,"Possession, %",Progressive passes,Progressive passes accuracy,Progressive passes accurate,Progressive passes percentage,Recoveries,Recoveries High,Recoveries Low,Recoveries Medium,Red cards,Scheme,Shots,Shots against,Shots against on target,Shots against on target accuracy,Shots from outside penalty area,Shots from outside penalty area on target,Shots from outside penalty area on target accuracy,Shots from outside penalty area on target percentage,Shots on target,Shots on target accuracy,Sliding tackle percentage,Sliding tackles,Sliding tackles successful,Smart passes,Smart passes accuracy,Smart passes accurate,Smart passes percentage,Throw in percentage,Throw ins,Throw ins accurate,Touches in penalty area,Yellow cards,xG
2022,2022-09-19,Gonzaga Bulldogs - UC San Diego Tritons 2:0,United States. NCAA D1 Non-conference matches,100,False,UC San Diego Tritons,35,0.4857142857142857,17,20.74,2.82,27.42,43,0.8837209302325582,38,0.16521739130434782,20,2,4,1,0.25,0,0,,11,4,0.36363636363636365,5,3,105,0.580952380952381,61,-0.41,260,0.4307692307692308,112,115,0.6956521739130435,80,0.34782608695652173,12,4,0,-2,9,0,34,98,0.8367346938775511,82,0.3565217391304348,13.51,40,0.525,21,0.09130434782608696,114,58,25,31,14.73,75,0.30666666666666664,23,1,16.86,296,0.777027027027027,230,56,0.6964285714285714,39,0.16956521739130434,0,0,16,1,,29,4,0.13793103448275862,37.54,74,0.7702702702702703,57,0.24782608695652175,79,15,37,27,0,4-3-1-2 (62.19%),7,22,9,0.4090909090909091,5,2,0.4,1.0,2,0.2857142857142857,0.2857142857142857,7,2,4,0.75,3,0.013043478260869565,0.7777777777777778,27,21,7,2,0.41
2022,2022-09-25,San Diego State Aztecs - UC San Diego Tritons 1:0,United States. NCAA D1 Non-conference matches,94,True,San Diego State Aztecs,35,0.42857142857142855,15,17.34,5.4,21.8,82,0.9146341463414634,75,0.1391465677179963,26,0,4,1,0.25,4,1,0.25,10,2,0.2,2,8,53,0.6037735849056604,32,-0.07000000000000006,191,0.5392670157068062,103,221,0.7330316742081447,162,0.300556586270872,11,3,0,1,7,1,47,255,0.9333333333333333,238,0.44155844155844154,5.29,34,0.5294117647058824,18,0.03339517625231911,124,64,19,41,17.71,63,0.49206349206349204,31,2,5.13,643,0.838258164852255,539,75,0.68,51,0.09461966604823747,0,0,25,5,,43,11,0.2558139534883721,65.98,87,0.6666666666666666,58,0.10760667903525047,112,18,35,59,0,3-4-3 (100.0%),14,8,3,0.375,9,3,0.3333333333333333,0.6,5,0.35714285714285715,1.0,3,3,2,0.0,0,0.0,0.9523809523809523,21,20,18,0,1.07
2022,2022-09-25,San Diego State Aztecs - UC San Diego Tritons 1:0,United States. NCAA D1 Non-conference matches,94,False,UC San Diego Tritons,35,0.5714285714285714,20,18.0,2.83,25.28,39,0.8974358974358975,35,0.1483050847457627,15,1,2,1,0.5,7,2,0.2857142857142857,11,4,0.36363636363636365,4,1,63,0.5079365079365079,32,-0.23,191,0.4397905759162304,84,126,0.6031746031746031,76,0.3220338983050847,11,3,0,-1,16,0,54,93,0.8279569892473119,77,0.326271186440678,13.88,44,0.4090909090909091,18,0.07627118644067797,125,42,30,53,16.93,53,0.39622641509433965,21,2,15.0,317,0.7444794952681388,236,40,0.625,25,0.1059322033898305,0,0,14,1,,22,4,0.18181818181818182,34.02,59,0.5423728813559322,32,0.13559322033898305,101,14,46,41,0,4-4-2 (100.0%),8,14,6,0.42857142857142855,7,3,0.42857142857142855,1.0,3,0.375,0.0,2,0,1,0.0,0,0.0,0.8571428571428571,21,18,9,0,0.23
2022,2022-09-29,UC Santa Barbara Gauchos - UC San Diego Tritons 1:0,United States. NCAA D1 Big West,95,False,UC San Diego Tritons,47,0.3829787234042553,18,20.14,2.61,21.29,46,0.8913043478260869,41,0.2019704433497537,39,1,0,0,,1,1,1.0,8,2,0.25,2,8,98,0.6836734693877551,67,-0.59,231,0.5064935064935064,117,108,0.7037037037037037,76,0.37438423645320196,14,4,0,-1,10,0,63,69,0.8405797101449275,58,0.2857142857142857,12.5,33,0.5454545454545454,18,0.08866995073891626,122,55,22,45,13.92,60,0.35,21,0,10.6,264,0.7689393939393939,203,50,0.74,37,0.18226600985221675,0,0,16,1,,23,5,0.21739130434782608,31.66,67,0.7611940298507462,51,0.2512315270935961,94,14,39,41,0,4-4-2 (100.0%),7,9,4,0.4444444444444444,4,1,0.25,0.3333333333333333,3,0.42857142857142855,0.7777777777777778,9,7,0,,0,0.0,0.8333333333333334,18,15,8,3,0.59
2022,2022-09-29,UC Santa Barbara Gauchos - UC San Diego Tritons 1:0,United States. NCAA D1 Big West,95,True,UC Santa Barbara Gauchos,47,0.5319148936170213,25,18.84,6.03,20.83,95,0.968421052631579,92,0.15282392026578073,11,0,5,2,0.4,0,0,,18,8,0.4444444444444444,7,12,60,0.65,39,-0.09000000000000008,231,0.47186147186147187,109,197,0.8274111675126904,163,0.2707641196013289,11,3,0,1,4,1,49,272,0.9007352941176471,245,0.4069767441860465,8.3,57,0.5789473684210527,33,0.054817275747508304,120,58,24,38,16.78,98,0.3163265306122449,31,2,6.54,687,0.87627365356623,602,78,0.7307692307692307,57,0.0946843853820598,1,1,29,2,1.0,45,5,0.1111111111111111,68.34,107,0.7663551401869159,82,0.1362126245847176,105,12,42,51,0,4-2-3-1 (100.0%),9,7,3,0.42857142857142855,4,1,0.25,0.3333333333333333,3,0.3333333333333333,,0,0,0,,0,0.0,0.9523809523809523,21,20,14,1,1.09
2022,2022-10-02,UC San Diego Tritons - Sacramento State Hornets 3:2,United States. NCAA D1 Big West,98,True,Sacramento State Hornets,41,0.36585365853658536,15,22.39,5.17,19.3,67,0.9850746268656716,66,0.14442013129102846,6,3,2,1,0.5,0,0,,5,1,0.2,1,7,92,0.5978260869565217,55,1.12,226,0.42920353982300885,97,174,0.7068965517241379,123,0.26914660831509846,18,2,0,-1,10,2,17,228,0.9517543859649122,217,0.474835886214442,9.49,50,0.46,23,0.05032822757111598,89,47,9,33,14.71,71,0.2535211267605634,18,1,8.62,527,0.8671726755218216,457,77,0.6233766233766234,48,0.1050328227571116,0,0,23,2,,27,8,0.2962962962962963,62.9,84,0.8095238095238095,68,0.1487964989059081,59,3,24,32,0,4-1-4-1 (100.0%),9,14,5,0.35714285714285715,5,1,0.2,0.25,4,0.4444444444444444,0.0,1,0,3,0.6666666666666666,2,0.00437636761487965,0.9130434782608695,23,21,10,2,0.88
2022,2022-10-02,UC San Diego Tritons - Sacramento State Hornets 3:2,United States. NCAA D1 Big West,98,False,UC San Diego Tritons,41,0.5609756097560976,23,20.16,3.15,17.4,57,0.8771929824561403,50,0.1976284584980237,14,2,3,0,0.0,4,3,0.75,13,5,0.38461538461538464,6,6,71,0.7464788732394366,53,1.39,226,0.5398230088495575,122,131,0.6870229007633588,90,0.3557312252964427,10,3,2,1,8,3,35,81,0.8765432098765432,71,0.28063241106719367,14.15,45,0.4222222222222222,19,0.07509881422924901,90,39,9,42,15.04,92,0.40217391304347827,37,6,16.31,318,0.7955974842767296,253,46,0.6086956521739131,28,0.11067193675889328,0,0,20,2,,28,6,0.21428571428571427,37.1,75,0.6666666666666666,50,0.1976284584980237,74,7,35,32,0,4-4-2 (100.0%),14,9,4,0.4444444444444444,4,1,0.25,0.25,4,0.2857142857142857,0.6666666666666666,3,2,4,0.5,2,0.007905138339920948,0.8571428571428571,14,12,21,0,1.61
2022,2022-10-06,UC San Diego Tritons - UC Riverside Highlanders 0:1,United States. NCAA D1 Big West,110,True,UC Riverside Highlanders,33,0.3333333333333333,11,19.81,4.76,17.02,57,0.8947368421052632,51,0.136,26,0,2,1,0.5,1,0,0.0,6,3,0.5,3,2,94,0.6170212765957447,58,0.54,225,0.4533333333333333,102,131,0.6335877862595419,83,0.22133333333333333,15,0,0,1,17,1,49,200,0.945,189,0.504,9.96,45,0.37777777777777777,17,0.04533333333333334,126,29,30,67,15.43,59,0.3728813559322034,22,1,8.37,452,0.8296460176991151,375,33,0.48484848484848486,16,0.042666666666666665,0,0,11,3,,15,4,0.26666666666666666,51.95,53,0.5660377358490566,30,0.08,77,3,54,20,0,3-4-2-1 (100.0%),5,12,2,0.16666666666666666,3,2,0.6666666666666666,0.6666666666666666,3,0.6,0.5,10,5,1,0.0,0,0.0,0.8,15,12,9,1,0.46
2022,2022-10-06,UC San Diego Tritons - UC Riverside Highlanders 0:1,United States. NCAA D1 Big West,110,False,UC San Diego Tritons,33,0.6363636363636364,21,20.5,3.38,19.58,54,0.9259259259259259,50,0.16129032258064516,7,1,9,1,0.1111111111111111,2,1,0.5,25,6,0.24,6,6,59,0.6271186440677966,37,-0.63,225,0.5111111111111111,115,146,0.7054794520547946,103,0.33225806451612905,7,4,1,-1,3,0,32,143,0.8251748251748252,118,0.38064516129032255,9.95,39,0.38461538461538464,15,0.04838709677419355,122,82,6,34,14.47,94,0.3829787234042553,36,3,12.39,392,0.7908163265306123,310,78,0.6538461538461539,51,0.16451612903225807,0,0,35,6,,42,8,0.19047619047619047,48.05,72,0.8055555555555556,58,0.1870967741935484,101,22,20,59,0,4-4-2 (87.2%),12,5,3,0.6,6,1,0.16666666666666666,1.0,1,0.08333333333333333,0.5,2,1,2,0.5,1,0.0032258064516129032,0.8636363636363636,22,19,22,1,0.63
2022,2022-10-09,CSU Bakersfield Roadrunners - UC San Diego Tritons 1:2,United States. NCAA D1 Big West,106,True,CSU Bakersfield Roadrunners,47,0.6170212765957447,29,21.05,4.31,25.05,72,0.9305555555555556,67,0.16461916461916462,21,2,4,2,0.5,0,0,,12,3,0.25,3,5,75,0.5733333333333334,43,-0.08000000000000007,200,0.49,98,173,0.7398843930635838,128,0.3144963144963145,15,3,0,-1,7,1,59,193,0.8756476683937824,169,0.4152334152334152,12.83,63,0.4603174603174603,29,0.07125307125307126,125,61,19,45,16.0,61,0.32786885245901637,20,1,7.21,491,0.8289205702647657,407,74,0.6351351351351351,47,0.11547911547911548,0,0,26,4,,28,6,0.21428571428571427,56.89,102,0.7156862745098039,73,0.17936117936117937,94,6,47,41,1,4-1-4-1 (41.27%),11,14,6,0.42857142857142855,7,2,0.2857142857142857,0.5,4,0.36363636363636365,0.4,5,2,2,0.0,0,0.0,0.9230769230769231,26,24,8,2,1.08
2022,2022-10-09,CSU Bakersfield Roadrunners - UC San Diego Tritons 1:2,United States. NCAA D1 Big West,106,False,UC San Diego Tritons,47,0.3829787234042553,18,20.9,2.82,18.87,51,0.9019607843137255,46,0.184,10,1,8,3,0.375,0,0,,10,2,0.2,2,4,61,0.6721311475409836,41,1.0899999999999999,200,0.495,99,143,0.5664335664335665,81,0.324,11,4,1,1,11,2,34,96,0.8958333333333334,86,0.344,15.54,53,0.3018867924528302,16,0.064,141,64,18,59,14.67,75,0.4266666666666667,32,1,12.93,341,0.7331378299120235,250,52,0.5576923076923077,29,0.116,0,0,12,2,,33,10,0.30303030303030304,43.11,56,0.6428571428571429,36,0.144,101,15,49,37,0,4-1-4-1 (100.0%),14,11,4,0.36363636363636365,5,3,0.6,0.5,6,0.42857142857142855,0.0,1,0,0,,0,0.0,0.6666666666666666,24,16,14,5,0.91
2022,2022-10-13,Cal State Fullerton Titans - UC San Diego Tritons 1:0,United States. NCAA D1 Big West,95,True,Cal State Fullerton Titans,36,0.5833333333333334,21,18.43,3.61,24.08,51,0.9215686274509803,47,0.15666666666666668,23,0,2,0,0.0,7,2,0.2857142857142857,8,2,0.25,2,5,80,0.5625,45,0.33999999999999997,228,0.5043859649122807,115,176,0.5511363636363636,97,0.3233333333333333,13,1,0,1,8,1,47,118,0.8728813559322034,103,0.3433333333333333,15.93,65,0.4,26,0.08666666666666667,132,54,16,62,14.98,54,0.4444444444444444,24,1,7.05,408,0.7352941176470589,300,59,0.4067796610169492,24,0.08,0,0,19,1,,16,5,0.3125,52.93,74,0.5405405405405406,40,0.13333333333333333,89,5,40,44,0,4-1-4-1 (59.7%),9,15,6,0.4,6,4,0.6666666666666666,0.8,5,0.5555555555555556,0.7142857142857143,7,5,1,0.0,0,0.0,0.92,25,23,9,1,0.66
2022,2022-10-13,Cal State Fullerton Titans - UC San Diego Tritons 1:0,United States. NCAA D1 Big West,95,False,UC San Diego Tritons,36,0.3055555555555556,11,18.33,3.45,21.59,51,0.8823529411764706,45,0.14331210191082802,16,1,7,1,0.14285714285714285,2,0,0.0,10,0,0.0,0,9,54,0.5555555555555556,30,-0.79,228,0.4342105263157895,99,171,0.7251461988304093,124,0.39490445859872614,10,3,1,-1,8,0,43,101,0.8613861386138614,87,0.2770700636942675,12.25,49,0.46938775510204084,23,0.0732484076433121,121,53,17,51,16.51,80,0.4375,35,1,9.61,400,0.785,314,58,0.7758620689655172,45,0.14331210191082802,0,0,26,4,,37,11,0.2972972972972973,47.07,86,0.7325581395348837,63,0.20063694267515925,103,9,45,49,0,4-4-1-1 (100.0%),15,9,5,0.5555555555555556,10,5,0.5,0.8333333333333334,6,0.4,0.6666666666666666,3,2,3,0.6666666666666666,2,0.006369426751592357,0.76,25,19,18,0,0.79
2022,2022-10-16,UC San Diego Tritons - Cal Poly Mustangs 4:3,United States. NCAA D1 Big West,99,True,Cal Poly Mustangs,37,0.5405405405405406,20,22.53,3.18,17.86,43,0.9534883720930233,41,0.13141025641025642,9,4,5,1,0.2,0,0,,21,9,0.42857142857142855,6,12,95,0.5473684210526316,52,0.43999999999999995,248,0.5120967741935484,127,153,0.6405228758169934,98,0.3141025641025641,24,4,0,-1,5,3,50,170,0.8588235294117647,146,0.46794871794871795,12.62,51,0.5882352941176471,30,0.09615384615384616,133,70,12,51,14.23,75,0.44,33,0,4.74,404,0.7722772277227723,312,53,0.6037735849056604,32,0.10256410256410256,0,0,43,13,,44,17,0.38636363636363635,59.05,77,0.7142857142857143,55,0.1762820512820513,99,24,43,32,0,4-1-4-1 (100.0%),21,11,5,0.45454545454545453,7,1,0.14285714285714285,0.1,10,0.47619047619047616,0.6666666666666666,3,2,2,0.0,0,0.0,0.8571428571428571,28,24,38,3,2.56
2022,2022-10-16,UC San Diego Tritons - Cal Poly Mustangs 4:3,United States. NCAA D1 Big West,99,False,UC San Diego Tritons,37,0.32432432432432434,12,20.57,2.49,12.64,48,0.9166666666666666,44,0.21890547263681592,11,3,1,0,0.0,0,0,,13,6,0.46153846153846156,5,1,75,0.56,42,1.25,248,0.45564516129032256,113,141,0.5815602836879432,82,0.4079601990049751,15,6,2,1,11,4,43,71,0.7887323943661971,56,0.27860696517412936,18.58,55,0.41818181818181815,23,0.11442786069651742,141,54,39,48,15.03,95,0.45263157894736844,43,8,9.67,296,0.6790540540540541,201,55,0.5454545454545454,30,0.14925373134328357,1,1,21,8,1.0,27,8,0.2962962962962963,40.95,77,0.4935064935064935,38,0.1890547263681592,109,11,53,45,0,4-4-1-1 (25.16%),11,21,11,0.5238095238095238,2,0,0.0,0.0,5,0.45454545454545453,,0,0,1,0.0,0,0.0,0.8666666666666667,15,13,16,2,2.75
2022,2022-10-20,UC San Diego Tritons - CSUN Matadors 0:1,United States. NCAA D1 Big West,96,True,CSUN Matadors,28,0.35714285714285715,10,20.14,3.87,17.02,53,0.9245283018867925,49,0.1484848484848485,17,0,4,2,0.5,1,0,0.0,14,7,0.5,5,2,84,0.6309523809523809,53,0.20999999999999996,205,0.48292682926829267,99,120,0.5833333333333334,70,0.21212121212121213,14,2,1,1,6,1,35,195,0.9025641025641026,176,0.5333333333333333,12.56,52,0.4230769230769231,22,0.06666666666666667,121,51,21,49,15.28,68,0.39705882352941174,27,0,10.04,414,0.7971014492753623,330,54,0.4444444444444444,24,0.07272727272727272,0,0,25,1,,26,5,0.19230769230769232,49.67,55,0.6727272727272727,37,0.11212121212121212,78,9,38,31,0,3-4-2-1 (100.0%),8,9,2,0.2222222222222222,3,0,0.0,0.0,1,0.125,0.5,2,1,2,0.0,0,0.0,0.6956521739130435,23,16,14,2,0.79
2022,2022-10-20,UC San Diego Tritons - CSUN Matadors 0:1,United States. NCAA D1 Big West,96,False,UC San Diego Tritons,28,0.5714285714285714,16,19.27,3.37,19.8,65,0.8769230769230769,57,0.16863905325443787,16,1,5,2,0.4,0,0,,13,5,0.38461538461538464,4,3,68,0.6029411764705882,41,-0.78,205,0.48292682926829267,99,150,0.7333333333333333,110,0.3254437869822485,9,4,0,-1,6,0,33,136,0.8823529411764706,120,0.35502958579881655,10.84,45,0.4,18,0.05325443786982249,114,55,15,44,15.12,84,0.36904761904761907,31,2,11.25,415,0.8144578313253013,338,65,0.7076923076923077,46,0.13609467455621302,0,0,24,8,,36,6,0.16666666666666666,50.33,85,0.7647058823529411,65,0.19230769230769232,80,14,33,33,0,4-4-1-1 (100.0%),9,8,1,0.125,3,0,0.0,0.0,2,0.2222222222222222,,0,0,4,0.25,1,0.0029585798816568047,0.7419354838709677,31,23,16,1,0.78
2022,2022-10-23,UC Davis Aggies - UC San Diego Tritons 0:1,United States. NCAA D1 Big West,96,True,UC Davis Aggies,74,0.5540540540540541,41,20.87,3.98,20.51,58,0.9827586206896551,57,0.1386861313868613,24,1,8,4,0.5,0,0,,35,13,0.37142857142857144,11,13,92,0.717391304347826,66,-3.06,273,0.575091575091575,157,146,0.678082191780822,99,0.24087591240875914,13,1,0,-1,11,0,38,231,0.9047619047619048,209,0.5085158150851582,10.2,50,0.58,29,0.0705596107055961,128,84,6,38,14.75,94,0.46808510638297873,44,1,3.9,490,0.8387755102040816,411,85,0.7058823529411765,60,0.145985401459854,0,0,51,5,,45,15,0.3333333333333333,67.41,86,0.872093023255814,75,0.18248175182481752,88,24,21,43,0,4-2-3-1 (100.0%),22,6,2,0.3333333333333333,13,1,0.07692307692307693,0.25,4,0.18181818181818182,0.0,2,0,0,,0,0.0,0.9705882352941176,34,33,25,0,3.06
2022,2022-10-23,UC Davis Aggies - UC San Diego Tritons 0:1,United States. NCAA D1 Big West,96,False,UC San Diego Tritons,74,0.44594594594594594,33,21.84,1.92,13.09,29,0.9310344827586207,27,0.1888111888111888,39,0,4,1,0.25,0,0,,15,3,0.2,6,3,94,0.5319148936170213,50,0.62,273,0.41025641025641024,112,91,0.5714285714285714,52,0.36363636363636365,4,2,0,1,19,1,64,62,0.6935483870967742,43,0.3006993006993007,16.43,34,0.4411764705882353,15,0.1048951048951049,122,33,49,40,12.89,92,0.2826086956521739,26,4,13.24,207,0.6908212560386473,143,37,0.5945945945945946,22,0.15384615384615385,0,0,16,3,,17,5,0.29411764705882354,32.59,56,0.6071428571428571,34,0.23776223776223776,84,3,53,28,0,4-2-3-1 (86.89%),6,22,4,0.18181818181818182,0,0,,0.0,2,0.3333333333333333,0.0,2,0,0,,0,0.0,0.75,20,15,12,1,0.38
2022,2022-10-30,UC San Diego Tritons - UC Irvine Anteaters 0:1,United States. NCAA D1 Big West,97,True,UC Irvine Anteaters,27,0.48148148148148145,13,19.75,4.3,19.04,66,0.9696969696969697,64,0.165374677002584,18,0,5,4,0.8,0,0,,9,3,0.3333333333333333,3,5,82,0.6585365853658537,54,-0.49,222,0.5135135135135135,114,170,0.6823529411764706,116,0.2997416020671835,14,2,1,1,5,1,56,181,0.9226519337016574,167,0.4315245478036176,10.87,51,0.4117647058823529,21,0.05426356589147287,120,48,23,49,15.34,90,0.4111111111111111,37,1,7.77,469,0.8251599147121536,387,62,0.5967741935483871,37,0.09560723514211886,0,0,17,2,,27,12,0.4444444444444444,56.93,73,0.6575342465753424,48,0.12403100775193798,82,4,47,31,0,4-4-2 (91.07%),17,8,3,0.375,8,1,0.125,0.3333333333333333,3,0.17647058823529413,0.0,1,0,3,0.3333333333333333,1,0.002583979328165375,1.0,18,18,14,1,1.49
2022,2022-10-30,UC San Diego Tritons - UC Irvine Anteaters 0:1,United States. NCAA D1 Big West,97,False,UC San Diego Tritons,27,0.2962962962962963,8,21.57,2.87,14.49,58,0.8448275862068966,49,0.196,15,1,6,4,0.6666666666666666,0,0,,20,5,0.25,6,7,90,0.5888888888888889,53,-0.48,222,0.4369369369369369,97,132,0.6212121212121212,82,0.328,12,6,1,-1,11,0,25,99,0.8383838383838383,83,0.332,15.48,52,0.36538461538461536,19,0.076,118,58,15,45,14.53,82,0.34146341463414637,28,1,13.7,336,0.7440476190476191,250,47,0.5957446808510638,28,0.112,0,0,26,2,,23,3,0.13043478260869565,43.07,58,0.7241379310344828,42,0.168,88,11,33,44,0,4-4-2 (100.0%),8,17,3,0.17647058823529413,3,0,0.0,0.0,2,0.25,0.5,2,1,3,0.3333333333333333,1,0.004,0.8,20,16,20,1,0.48
2023,2023-08-25,UC San Diego Tritons - Pacific Tigers 1:2,United States. NCAA D1 Non-conference matches,104,True,Pacific Tigers,45,0.4666666666666667,21,21.22,4.36,20.16,63,0.9365079365079365,59,0.14713216957605985,14,1,11,3,0.2727272727272727,5,1,0.2,14,3,0.21428571428571427,1,12,62,0.5483870967741935,34,0.3799999999999999,207,0.45893719806763283,95,151,0.7483443708609272,113,0.2817955112219451,15,2,1,1,8,2,33,204,0.9117647058823529,186,0.46384039900249374,9.05,43,0.5348837209302325,23,0.057356608478802994,103,44,16,43,15.72,80,0.425,34,1,7.2,475,0.8442105263157895,401,42,0.6190476190476191,26,0.06483790523690773,1,1,32,0,1.0,25,11,0.44,60.61,71,0.6901408450704225,49,0.12219451371571072,79,13,35,31,0,4-4-1-1 (87.68%),19,7,4,0.5714285714285714,8,3,0.375,0.75,4,0.21052631578947367,0.0,1,0,5,0.4,2,0.004987531172069825,1.0,25,25,23,2,1.62
2023,2023-08-25,UC San Diego Tritons - Pacific Tigers 1:2,United States. NCAA D1 Non-conference matches,104,False,UC San Diego Tritons,45,0.4666666666666667,21,20.64,2.5,14.82,43,0.9069767441860465,39,0.18571428571428572,22,2,6,1,0.16666666666666666,0,0,,13,4,0.3076923076923077,5,0,80,0.575,46,-0.9199999999999999,207,0.5024154589371981,104,102,0.696078431372549,71,0.3380952380952381,14,3,1,-1,10,1,48,86,0.7674418604651163,66,0.3142857142857143,13.92,38,0.47368421052631576,18,0.08571428571428572,116,51,26,39,13.9,62,0.45161290322580644,28,0,11.42,273,0.7692307692307693,210,47,0.5531914893617021,26,0.12380952380952381,1,1,14,2,1.0,27,3,0.1111111111111111,39.39,53,0.6792452830188679,36,0.17142857142857143,77,9,32,36,0,4-4-1-1 (70.54%),7,19,4,0.21052631578947367,2,1,0.5,0.25,4,0.5714285714285714,0.3333333333333333,3,1,0,,0,0.0,0.9545454545454546,22,21,8,2,1.92
2023,2023-08-27,UC San Diego Tritons - San Jose State Spartans 1:2,United States. NCAA D1 Non-conference matches,101,True,San Jose State Spartans,37,0.4864864864864865,18,17.75,5.62,18.01,100,0.91,91,0.16789667896678967,14,1,4,3,0.75,4,1,0.25,7,4,0.5714285714285714,4,12,66,0.6212121212121212,41,-1.0,221,0.5294117647058824,117,177,0.751412429378531,133,0.24538745387453875,15,0,0,1,3,2,30,260,0.9538461538461539,248,0.4575645756457565,5.02,31,0.5161290322580645,16,0.02952029520295203,112,45,17,50,17.24,80,0.4875,39,4,6.19,618,0.8770226537216829,542,65,0.7846153846153846,51,0.0940959409594096,1,0,30,8,0.0,29,14,0.4827586206896552,63.37,94,0.7340425531914894,69,0.12730627306273062,91,13,35,43,0,4-2-3-1 (100.0%),21,5,2,0.4,9,2,0.2222222222222222,0.2857142857142857,7,0.3333333333333333,0.7142857142857143,7,5,9,0.3333333333333333,3,0.005535055350553505,0.8181818181818182,22,18,23,3,3.0
2023,2023-08-27,UC San Diego Tritons - San Jose State Spartans 1:2,United States. NCAA D1 Non-conference matches,101,False,UC San Diego Tritons,37,0.4864864864864865,18,21.26,2.71,22.3,56,0.875,49,0.21777777777777776,9,2,4,0,0.0,1,0,0.0,10,3,0.3,3,4,80,0.5125,41,0.12,221,0.45701357466063347,101,113,0.6637168141592921,75,0.3333333333333333,16,3,0,-1,13,1,44,80,0.85,68,0.3022222222222222,16.38,48,0.5,24,0.10666666666666667,112,46,18,48,14.14,66,0.3787878787878788,25,2,12.61,293,0.7679180887372014,225,48,0.6666666666666666,32,0.14222222222222222,1,1,16,1,1.0,25,2,0.08,36.63,73,0.6301369863013698,46,0.20444444444444446,85,16,27,42,1,4-1-4-1 (50.06%),5,21,7,0.3333333333333333,3,0,0.0,0.0,2,0.4,,0,0,1,1.0,1,0.0044444444444444444,0.7777777777777778,18,14,8,2,0.88
